CreditScoreCategory,Industry,Region,ContractType,CollateralValue,LGD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,InterestCoverage,EquipmentAge,LeaseToValue,MaintenanceScore,OperatingMargin
High,Transportation,West,Lease,56629.04,0.6592,-7.27,-27.91,2.57,0.1,5.1,0.62,65.2,0.0883
Low,Manufacturing,West,Loan,55592.3,0.6439,-9.02,34.86,1.21,2.54,4.4,0.76,62.6,0.0154
Medium,Transportation,North,Loan,27417.84,0.6779,0.82,49.2,1.76,5.05,2,0.61,79.8,0.1773
Low,Construction,South,Lease,68250.46,0.6579,49.9,-28.86,2.73,2.31,8.7,0.65,76.3,0.0529
Low,Manufacturing,West,Lease,69254.16,0.644,13.38,-36.67,1.85,2.38,8.9,0.69,78.8,0.1626
Medium,Transportation,West,Lease,77151.93,0.5731,-7.02,-14.85,1.74,2.09,4,0.85,46.7,0.0437
Low,Construction,South,Loan,73889.08,0.6178,-5.84,35.04,2.12,2.7,7.8,0.7,66.1,0.0268
Medium,Construction,West,Lease,71338.19,0.5789,11.25,14.27,2.2,1.48,5.7,0.9,41.6,0.04
Medium,Manufacturing,East,Lease,45702.71,0.6348,-3.72,-7.45,1.49,5.37,1.5,0.84,85.9,0.0468
Low,Mining,West,Lease,54520.54,0.6488,-3.65,21.63,0.84,1.2,1.7,0.67,57.5,0.0538
Low,Energy,East,Lease,67504.98,0.6309,-22.18,-8.76,1.42,3.49,6.5,0.74,69.5,0.1393
Medium,Manufacturing,South,Loan,22988.72,0.7158,-0.94,3.95,1.79,4.27,7.6,0.76,47.8,0.2062
Medium,Construction,North,Loan,46719.82,0.6994,-50.5,16.35,1.33,1.9,5.7,0.41,57.8,0.1713
Medium,Construction,South,Loan,24419.44,0.7603,-35.37,14.33,1.38,0.82,5.5,0.53,65.3,0.1021
Medium,Manufacturing,West,Loan,54204.22,0.6245,-7.01,50.71,2.31,2.13,3.2,0.74,68.3,0.0876
High,Mining,East,Loan,68987.12,0.572,13.21,-36.07,1.89,2.41,2.8,0.75,71.3,0.0867
Medium,Energy,North,Loan,50281.97,0.6271,32.23,28.4,1.8,4.38,6.5,0.72,80.6,-0.0102
Medium,Transportation,West,Lease,41461.65,0.6826,8.03,-28.21,0.98,2.78,5.1,0.59,85.6,0.1098
Medium,Manufacturing,North,Loan,54247.48,0.604,10.68,-12.15,1.38,3,4.8,0.94,80,0.1267
Low,Energy,North,Lease,56186.92,0.6783,2.26,-4.79,1.69,0.89,7.5,0.76,71.8,0.0543
Medium,Energy,West,Lease,57244.2,0.636,16.77,-12.7,1.83,2.71,8.4,0.8,60.5,0.028
Medium,Construction,South,Lease,31775.91,0.7177,4.27,-40.35,2.29,5.15,6.2,0.79,65.9,0.0991
Medium,Transportation,West,Lease,53652.28,0.626,7.45,-13.52,1.83,4.64,3.1,0.71,69.4,0.1452
Medium,Manufacturing,West,Loan,52762.52,0.6518,-31.27,8.17,1.23,2.25,5.1,0.71,75.2,0.0522
High,Construction,South,Loan,64224.43,0.5798,5.26,-4.03,2.44,4.25,4.2,0.79,57.3,0.0468
High,Construction,East,Loan,48865.87,0.6031,0.47,44.18,1.36,2.79,4.7,0.65,67.9,0.0689
High,Mining,West,Lease,79613.36,0.5202,-8.32,-3.23,1.96,3.76,2.6,0.8,83,0.1227
Medium,Energy,North,Loan,51235.03,0.6499,-6.85,0.45,1.21,2.56,7.5,0.72,84.4,0.0631
Medium,Manufacturing,West,Loan,42828.8,0.6619,-26.68,5.47,1.11,1.55,4.1,0.76,63.8,0.1768
Medium,Manufacturing,West,Loan,34953.27,0.6906,10.78,-3.99,0.82,1.47,8.2,0.72,61.7,0.0775
Medium,Manufacturing,North,Loan,42292.15,0.6539,4.7,14.33,0.86,3.79,4.7,0.61,71.8,0.0724
Medium,Construction,South,Loan,38015.21,0.6979,1.38,-15.54,1.26,0.1,4,0.68,68.9,0.1032
Medium,Mining,East,Loan,47659.69,0.6534,4.6,-34.98,2.15,4.6,3.7,0.82,42.7,0.1497
Medium,Transportation,East,Lease,75300.9,0.5749,-24.92,-2.15,1.63,2.64,3.7,0.76,96,0.13
Medium,Construction,North,Lease,28110.37,0.6749,35.27,11.54,0.61,2.04,5.4,0.81,60,0.0076
Low,Transportation,South,Loan,29163.74,0.7155,18.86,4.89,1.92,4.5,4.9,0.79,62.9,0.1253
Medium,Mining,West,Lease,46480.47,0.6833,12.41,-26.66,1.5,0.1,6.6,0.64,51.2,0.1504
Low,Energy,West,Lease,29556.16,0.7378,29.69,4.81,2.26,3.69,3.5,0.54,85.2,0.1549
High,Manufacturing,West,Loan,35270.95,0.6162,4.22,20.36,1.25,5.46,5.5,0.78,59.6,0.1747
Medium,Transportation,West,Lease,55087.4,0.6283,-5.65,6.07,1.05,0.94,7.4,0.68,76.2,0.2125
Low,Construction,West,Loan,49210.94,0.7064,5.48,-21.3,2.37,2.32,7.8,0.77,79.5,0.1049
Low,Transportation,North,Lease,56577.64,0.6308,30.54,2.3,2,3.68,3.5,0.84,60.4,0.0834
Medium,Energy,West,Loan,58865.87,0.6037,-17.89,51.08,0.65,0.64,4.3,0.66,58.5,0.0595
Medium,Manufacturing,West,Lease,70138.91,0.5983,30.3,-31.14,1.68,3.37,3.8,0.62,73.8,0.0405
Medium,Transportation,South,Lease,55685.5,0.5977,-27.04,32.88,0.65,7.03,3.3,0.6,40.1,0.0772
Low,Energy,West,Lease,68074.71,0.6633,10.66,-67.28,1.98,3.49,6.3,0.7,80,0.074
Medium,Construction,East,Lease,51606.12,0.6399,20.2,-16.36,0.94,3.44,2.8,0.56,66.2,0.0471
Medium,Mining,North,Loan,55856.45,0.6314,12.89,-12.91,0.87,1.19,9.3,0.74,59,0.1112
Medium,Construction,North,Lease,55662.81,0.6039,20.95,32.43,2.19,4.99,5.5,0.74,61.7,0.0975
Medium,Manufacturing,North,Loan,54268.37,0.6215,-2.55,53.18,1.71,0.1,4.6,0.74,66.5,0.1039
Medium,Construction,East,Loan,53085.13,0.6725,-25.46,33.38,1.87,2.95,9,0.53,63.8,0.0509
Low,Construction,West,Lease,77314.76,0.5432,21.01,15.35,1.26,4.37,2.4,0.82,90.8,0.1218
High,Construction,North,Lease,60471.44,0.5624,36.97,31.88,1.46,0.1,3.4,0.71,52.7,0.0669
Medium,Construction,East,Loan,43289.19,0.7095,-3.29,-40.58,2.28,0.1,2.5,0.65,55.7,0.1736
Medium,Manufacturing,South,Lease,85151.37,0.5391,13.64,26.81,1.66,0.78,5,0.76,70.4,-0.0098
Low,Energy,West,Loan,44344.2,0.7238,-16.53,-33.06,2.67,5.06,3.7,0.76,86.8,0.0717
Medium,Transportation,East,Lease,49921.57,0.6719,-18.04,-22.17,1.4,2.05,2.4,0.59,64.3,0.1246
Low,Mining,West,Loan,37540.54,0.7108,2.15,11.87,1.98,4.34,2.6,0.7,55.8,0.0344
Medium,Transportation,South,Lease,60756.69,0.6463,-14.55,-37.07,2.05,4.1,5.7,0.64,71.2,0.1657
High,Transportation,East,Lease,75353.53,0.5372,1.92,36.78,1.6,0.51,6.3,0.66,80.1,0.1509
Medium,Mining,West,Loan,27632.52,0.6786,60.61,0.04,2.18,2.42,2.2,0.75,79.2,0.1848
Low,Manufacturing,East,Loan,45839.44,0.7132,-14.12,-39.04,1.23,2.66,4.6,0.61,49.9,0.1641
Low,Mining,North,Loan,66749.21,0.5931,6.83,45.29,1.93,3.77,4.2,0.76,79.2,0.1364
Medium,Manufacturing,West,Lease,34110.24,0.7086,-35.17,-7.89,0.98,3.34,3.7,0.61,63.3,0.1069
Low,Transportation,East,Lease,58615.73,0.6378,10.47,-4.91,0.87,2.9,8.2,0.82,48.3,0.0397
Low,Manufacturing,North,Lease,30478.39,0.7359,-14.11,-6.61,1.52,4.75,4.9,0.63,84.1,0.1674
Medium,Energy,South,Lease,56118.96,0.6403,5.85,-87.51,1.44,4.73,5.3,0.93,45.9,0.0674
Medium,Mining,West,Loan,51167.26,0.6177,5.32,37.74,0.95,0.83,6.4,0.78,49.5,0.0889
Low,Energy,West,Loan,99763.74,0.54,2.78,0.84,1.88,2.33,5.2,0.68,85.3,0.0802
High,Transportation,South,Lease,61167.02,0.6177,-18.95,4.59,2.28,3.05,5,0.6,48.1,0.0726
Low,Mining,North,Lease,17413.65,0.756,-5.68,20.43,1.34,3.13,6.7,0.75,60.3,0.1575
High,Transportation,South,Lease,48878.81,0.6105,4.71,-8.81,2.02,3.83,3.8,0.8,56.1,0.1452
Medium,Energy,West,Loan,62364.44,0.6081,-4.85,-33.64,1.18,3.56,4.1,0.76,66.7,0.1258
High,Transportation,East,Loan,43802.64,0.6292,28.07,-27.93,1.4,3.89,3,0.64,59.1,0.1003
Medium,Mining,North,Lease,43151.44,0.6489,0.82,26.2,1.48,4.07,7.8,0.84,54.7,0.0149
High,Mining,North,Loan,43883.83,0.6551,-19.86,-0.36,1.92,2.58,6.1,0.73,76.6,0.0963
High,Transportation,North,Lease,58207.39,0.5746,8.63,30.18,1.46,2.49,5.5,0.63,79.6,0.1667
Low,Mining,South,Lease,31170.95,0.6973,-48.94,35.45,0.5,5.09,8.1,0.92,56.9,0.0753
High,Mining,South,Loan,41577.12,0.6142,39.23,26.62,2.1,2.26,2.6,0.77,75.4,0.0719
Medium,Transportation,East,Loan,65494.7,0.5842,-34.42,37.69,1.56,4.11,4.8,0.74,100,0.1429
Medium,Energy,East,Loan,42694.11,0.65,17.93,-21.36,0.35,1.87,2,0.65,69.7,0.0986
Medium,Mining,North,Loan,41796.41,0.6531,14.82,18.06,2.21,3.5,2.2,0.7,69.9,0.1618
Medium,Mining,East,Lease,29354.65,0.7562,-22.61,-14.02,2.24,3.61,7.3,0.62,68.7,0.0563
Low,Mining,South,Loan,59688.71,0.6478,11.19,-32.83,0.96,3.97,8.4,0.72,70.6,0.11
Medium,Mining,East,Loan,56381.59,0.5917,-13.79,13.83,0.79,5.39,4.2,0.75,69.2,0.1163
Medium,Transportation,South,Loan,64585.47,0.6298,-3.31,22.63,2.07,1.5,4.2,0.51,43,0.0958
Medium,Energy,East,Loan,48306,0.6659,9.41,-10.33,2.07,3.22,4.1,0.57,74.4,0.1671
High,Energy,West,Lease,54736.73,0.619,-0.97,1.43,1.74,3.99,8.4,0.61,60.1,0.1022
Medium,Manufacturing,South,Lease,54610.54,0.6313,-20,21.09,1.28,4,3.8,0.55,53.6,0.1344
Medium,Mining,West,Loan,28625.18,0.7271,8.21,-18.36,1.1,2.54,8.3,0.62,48.9,0.0965
Low,Mining,South,Loan,85301.68,0.5492,-4.16,24.32,1.8,3.58,5.1,0.85,52.8,0.0991
Low,Manufacturing,East,Lease,64670.88,0.6244,-2.21,-27.19,1.18,2.97,4,0.81,95,0.1178
Low,Energy,West,Lease,51185,0.6674,-1.03,12.23,1.18,4.11,5.5,0.64,60.8,0.0533
Medium,Construction,East,Loan,46636.77,0.7032,-26.91,-36.27,1.89,2.88,8.8,0.76,62.1,0.0707
Low,Construction,South,Lease,69859.31,0.6305,-22.49,40.38,1.99,2.9,5.3,0.58,84.1,0.0937
High,Energy,West,Lease,51438.86,0.5993,-11.78,20.55,2.25,3.41,4.6,0.9,82.6,0.1024
Medium,Mining,North,Lease,63704.34,0.5612,8.21,60.32,0.59,2.25,6.1,0.68,61,0.0993
Medium,Construction,East,Lease,41329.66,0.7242,-18.58,-28.03,1.25,1.86,4.5,0.5,54.9,0.013
Medium,Transportation,South,Loan,36868.26,0.6367,23.79,19.97,1.33,1.01,2.7,0.92,92.3,0.1505
Low,Transportation,West,Lease,47573.96,0.6852,4.03,-0.58,1.49,2.8,4.9,0.67,77.4,0.0974
Medium,Manufacturing,East,Lease,50158.66,0.6475,7.29,-43.99,0.86,1.9,6.7,0.9,60.8,0.0346
Medium,Energy,West,Loan,56352.82,0.6312,-6.63,3.31,1.78,2.56,5.9,0.79,91.8,0.08
Medium,Energy,East,Loan,72003.49,0.5799,-31.92,17.06,2.44,4.86,2.4,0.73,63.8,0.1791
Medium,Construction,East,Loan,66680.48,0.5771,10.64,59.11,0.9,2.6,6.6,0.52,59.2,0.0675
High,Mining,East,Lease,69770.1,0.5559,-14.44,-15.13,1.59,4.89,6,0.71,53.6,0.1988
High,Energy,West,Loan,39010.86,0.6852,-29.84,14.23,2.13,3.58,5.2,0.54,50,0.0792
Medium,Construction,West,Lease,45576.06,0.6637,-16.7,9.21,1.38,2.58,7.2,0.67,72.3,0.1782
Medium,Construction,East,Loan,64519.93,0.6038,-1.59,-5.22,1.13,1.47,6.8,0.72,21,0.1646
Medium,Energy,North,Lease,68224.21,0.6101,-47.57,-3.01,1.59,2.83,6.8,0.83,51.2,0.1072
Low,Construction,North,Loan,61127.78,0.6488,-6.72,22.39,1.87,2.4,1.5,0.64,69.1,0.0375
Medium,Manufacturing,North,Loan,41559.27,0.627,20.17,-3.02,0.87,4.78,6.3,0.92,87.4,0.057
Low,Manufacturing,South,Lease,34375.73,0.7368,0.64,-7.06,2.02,5.95,4.4,0.55,78.9,0.0865
Medium,Energy,North,Loan,53494.66,0.6291,23.99,-15.2,1.39,4.55,5.7,0.62,88.5,0.1173
Medium,Mining,West,Loan,36624.13,0.7097,-8.06,-45.05,1.17,1.89,3.1,0.72,67.9,0.0558
Low,Manufacturing,North,Loan,56909.62,0.6496,23.06,28.01,0.73,3.08,6.8,0.47,100,0.0173
High,Manufacturing,West,Loan,68760.28,0.594,-26.83,-15.51,1.17,2.66,7.1,0.58,45,0.0983
High,Energy,South,Loan,52836.33,0.5812,12,36.99,1.2,2.12,4.8,0.75,58.6,0.0535
Medium,Transportation,West,Lease,30412.56,0.6614,-2.17,37.83,0.9,2.86,1.6,0.79,82.2,0.0631
Medium,Construction,West,Lease,42360.56,0.641,27.1,71.95,1.74,2.8,6.1,0.6,72.2,0.0663
High,Manufacturing,West,Loan,62970.25,0.5686,-8.25,13.34,1.57,5.76,5.4,0.65,57,0.1035
Low,Transportation,North,Loan,57108.82,0.6463,-21.05,16.81,1.99,3.49,1.2,0.75,74.2,0.1321
Medium,Mining,East,Lease,58308.39,0.6181,10.13,18.36,1.86,4.24,5,0.53,60.7,0.1729
Low,Transportation,West,Lease,76534.44,0.5744,32.94,7.81,1.18,4.57,6.6,0.68,63,0.0349
Medium,Energy,North,Loan,55236.04,0.5948,4.72,35.4,1.34,4.13,0.5,0.68,98.3,0.0734
Low,Mining,North,Lease,54762.86,0.6251,-0.84,-2.48,1.13,5.05,5.1,0.88,85.1,0.13
High,Mining,North,Loan,62850.13,0.5636,-24.3,16.57,0.7,2.44,5.4,0.75,79.4,0.1024
High,Transportation,East,Loan,32402.57,0.6636,18.94,-3.26,1.69,4.44,5.5,0.7,78.3,0.0486
Low,Energy,East,Loan,43323.35,0.6899,-1.03,-39.34,1.58,5.94,4.5,0.78,53.1,0.1485
Medium,Manufacturing,East,Loan,38922.71,0.6592,14.02,22.33,1.2,1.92,5.3,0.72,55.5,0.1014
High,Transportation,East,Lease,59823.71,0.6361,3.94,-82.49,1.9,2.49,4.6,0.61,79.1,0.1849
Medium,Manufacturing,South,Lease,36213.47,0.649,40.8,16.48,1.33,2.38,4.5,0.77,84.1,0.1066
High,Transportation,East,Lease,58451.72,0.5722,-11.15,32.62,2.12,6.23,5.9,0.79,84.6,0.0747
Medium,Manufacturing,East,Loan,46748.45,0.6772,-10.42,17.64,1.42,1.4,10.1,0.67,62.9,0.0756
Medium,Transportation,East,Lease,44657.66,0.6553,20.27,-23.68,0.85,3.17,4.9,0.72,56.7,0.0281
Low,Mining,West,Loan,63677.41,0.5828,20.76,46.39,2.26,3.74,3.6,0.9,76.3,0.1713
Low,Construction,West,Loan,30017.53,0.7041,21.39,54.44,1.68,2.18,4.7,0.72,48.2,0.0949
Medium,Mining,East,Lease,42669.74,0.667,-0.25,19.97,1.03,1.51,4.8,0.68,62.9,0.0093
Medium,Manufacturing,South,Loan,93942.8,0.4884,4.15,55.64,1.3,1.77,3.7,0.6,87,0.1454
Medium,Energy,West,Loan,77756.28,0.5493,-26.95,63.6,1.09,2.62,3.7,0.61,61.4,0.0459
Medium,Mining,North,Loan,22783.78,0.7447,-3.22,-19.25,2,2.2,3.3,0.71,80.8,0.1276
Medium,Construction,West,Lease,42386.65,0.6547,5.54,-27.33,0.46,5.16,3.9,0.64,38.7,0.0757
High,Manufacturing,North,Loan,50942.23,0.5979,5.55,22.3,1.64,2.21,5.1,0.76,66.7,0.1263
High,Mining,West,Lease,28831.9,0.7322,-15.15,-94.23,0.64,2.2,4.8,0.66,53,0.03
Medium,Transportation,East,Loan,80270.47,0.524,-21.99,-6.65,0.56,3.59,7.3,0.99,40.5,0.1139
High,Energy,West,Lease,50443.72,0.6078,20.88,-19.77,1.71,3.44,0.9,0.72,59.5,0.0602
Medium,Manufacturing,East,Loan,47211.18,0.6748,17.75,-5.67,0.89,0.1,4.7,0.54,68.2,0.0103
Medium,Mining,East,Lease,55715.98,0.6555,-4.65,-36.82,1.85,1.7,3.9,0.72,64.6,0.1298
High,Manufacturing,West,Lease,55476.95,0.6036,20.65,-4.58,1.98,2.24,2.6,0.66,72.1,0.0909
Low,Transportation,North,Loan,37184.68,0.6908,18.79,18.18,1.28,1.48,3.4,0.77,77.5,0.069
Low,Construction,North,Loan,69729.27,0.5989,-33.57,51.77,1.74,4.44,1.3,0.7,75.4,0.0732
High,Mining,West,Loan,52430.54,0.6206,-2.08,14.06,2.24,0.76,4.7,0.74,69.1,0.1327
Medium,Manufacturing,East,Loan,69631.2,0.5556,26.77,-53.24,1.02,4.58,5,0.97,74.8,0.1013
High,Manufacturing,North,Lease,41365.42,0.6727,-31.81,1.96,1.93,0.1,2.2,0.68,48.2,0.1291
High,Manufacturing,South,Loan,23061.05,0.6744,-29.01,42.57,1.11,3.12,4.9,0.77,50.8,0.1002
Low,Construction,East,Lease,71559.36,0.5813,12.53,-6.22,1.5,5.35,5.2,0.81,53.3,0.1491
High,Manufacturing,West,Loan,61105.95,0.5571,25.85,20.56,1.19,2.11,3.2,0.73,70.2,0.03
Medium,Energy,East,Lease,67523.24,0.5957,-5.6,36.38,1.21,3.04,5.2,0.54,82.5,0.027
Medium,Energy,South,Lease,68445.98,0.5709,-9.39,5.17,1.32,4.54,5.1,0.78,94.8,0.126
Medium,Manufacturing,South,Lease,50289.27,0.6572,-33.98,10.77,1.2,4.5,4.6,0.5,76.2,0.1498
High,Energy,North,Loan,44496.02,0.6081,-5.97,17.69,1.43,3.45,6.6,0.87,45.5,0.1244
Low,Mining,South,Loan,48624.83,0.7268,-29.44,-12.47,2.08,2.73,7.1,0.57,74.7,0.1561
Medium,Energy,East,Lease,58271.4,0.5965,-7.09,-6.13,0.81,2.71,7.2,0.9,81.7,0.1461
Medium,Manufacturing,North,Lease,54155.58,0.642,26.22,-26.34,1.71,0.91,3.3,0.71,62.1,0.1146
Medium,Transportation,South,Lease,22562.29,0.7456,-25.89,-14.56,0.96,1.46,4.6,0.79,65.2,0.004
Medium,Mining,North,Lease,48222.51,0.6167,-5.05,24.34,0.99,3.05,1.1,0.75,83.6,0.0938
Low,Construction,North,Lease,71208.45,0.5709,17.22,16.17,0.57,3.41,6.4,0.8,67.7,0.08
Low,Manufacturing,West,Loan,49980.31,0.7137,-15.52,-34,2.04,6.86,6.7,0.5,71.5,0.1265
Medium,Construction,North,Lease,83368.11,0.5571,8.16,-28.54,1.38,4.17,7.2,0.64,64.5,0.1289
High,Transportation,North,Loan,35584.44,0.6662,16.2,-17.48,1.05,2.48,8.7,0.74,86.6,0.0227
Low,Construction,South,Loan,55227.97,0.6898,1.57,-42.3,1.56,3.77,7.1,0.71,47.3,0.0368
Low,Manufacturing,East,Loan,35219.88,0.7441,1.98,7.69,1.33,0.35,6.1,0.66,66,-0.0201
High,Manufacturing,East,Lease,37166.37,0.6757,-21.96,-18.76,2.05,3.13,5.2,0.72,62.8,0.1832
Low,Transportation,South,Lease,37305.84,0.7078,-7.99,15.48,0.99,4.03,10.2,0.68,61.3,0.1273
High,Manufacturing,East,Lease,83145.2,0.475,3.24,30.48,1.43,4.04,5.5,0.92,52.6,0.078
Medium,Transportation,North,Lease,46217.84,0.7077,-38.03,-50.19,1.93,2.9,9.8,0.83,89.8,0.1109
High,Transportation,West,Loan,39460.42,0.6447,-44.93,-18.74,0.97,3.85,3.6,0.85,64.6,0.118
Low,Manufacturing,North,Loan,49959.38,0.6753,-3.06,-46.36,1.27,2.6,4.4,0.88,59.2,0.1365
Low,Energy,North,Loan,46663.78,0.7027,7.58,-55.12,0.86,3.59,6.5,0.75,81.9,0.001
Medium,Transportation,West,Lease,62171.77,0.5999,1.76,16.34,1.07,1.59,0,0.61,69.9,0.0583
High,Manufacturing,South,Lease,19410.95,0.7148,-32.42,6.34,0.72,1.31,4.5,0.67,44.1,0.1114
Medium,Energy,North,Lease,35680.79,0.6693,22.07,-16.98,0.97,4.9,7.4,0.74,41.1,0.1018
Low,Transportation,North,Lease,62697.58,0.6333,2.07,-28.51,0.85,2.72,4.2,0.72,67.9,0.1284
Medium,Energy,South,Lease,42670.57,0.6843,19.41,-32.44,1.17,3.66,5,0.57,78,0.0339
Medium,Mining,North,Lease,38675.73,0.6894,-12.77,5.3,1.99,1.82,1.8,0.74,68.6,0.0854
Medium,Mining,North,Loan,38004.48,0.7041,5.3,-6.96,1.64,1.31,4.2,0.59,48.6,0.0964
Medium,Energy,East,Loan,60854.67,0.6119,10.41,-26.89,2.15,2.18,3.4,0.89,84,0.1309
High,Transportation,South,Lease,60199.48,0.557,20.09,12.52,1.31,3.64,6.5,0.78,58.1,0.1136
Medium,Manufacturing,North,Loan,64364.3,0.605,18.4,8.48,1.05,0.1,6.6,0.68,100,0.0545
Low,Construction,North,Loan,32559.53,0.7381,-16,-29.12,1.44,3.31,3.4,0.71,67.5,0.1553
Medium,Manufacturing,West,Loan,31672.67,0.6787,-2.32,-14.23,1.2,4.02,3.1,0.87,77.4,0.0731
Low,Construction,West,Loan,67060.25,0.6552,-10.46,25.82,1.71,1.68,8.1,0.55,86.7,0.0523
Medium,Construction,West,Lease,53076.86,0.6049,2.86,22.45,0.75,3.36,2.4,0.65,74,0.1055
Medium,Transportation,North,Loan,40910.81,0.6984,-28.75,-19.69,1.46,3.25,6.6,0.75,69.1,0.0586
Low,Energy,North,Lease,47642.62,0.7109,-31.8,49.85,2.25,1.7,5.1,0.49,81,0.1531
Medium,Manufacturing,West,Lease,31485.01,0.6724,47.71,-5.26,1.04,2.78,7.2,0.69,65.5,0.1699
Low,Energy,East,Loan,42055.93,0.6722,38.71,23.65,1.28,2.98,5.4,0.66,73,0.0767
High,Mining,East,Lease,52388.22,0.5797,23.32,-31.54,0.64,1.69,3.9,0.95,67.2,0.0537
High,Transportation,East,Loan,55317.08,0.6038,9.68,-4.57,2.05,2.48,2.7,0.69,70.5,0.1304
Low,Transportation,East,Lease,48688.54,0.6892,15.51,-27.47,1.45,2.96,2.7,0.6,82.5,0.1035
High,Mining,South,Lease,47154.42,0.6406,15.56,-49.61,1.24,3.43,2.5,0.61,51.9,0.0657
Medium,Manufacturing,West,Loan,60998.85,0.6116,33.09,-1.27,1.52,5.83,4.8,0.43,63.1,0.0835
Low,Mining,North,Loan,48479.36,0.6848,-9.85,-9.84,1.46,1.55,6.6,0.87,62.4,0.0958
Low,Manufacturing,West,Lease,43293.27,0.6725,-15.15,32.16,1.15,5.03,3.2,0.71,84.7,0.0214
Medium,Construction,East,Loan,38565.54,0.674,-0.3,-17.33,0.8,1.65,2.9,0.68,68,0.1449
Medium,Transportation,North,Lease,23486.08,0.7136,11.91,8.06,1.58,3,5.4,0.79,56.1,0.0541
Medium,Manufacturing,South,Loan,59748.78,0.6232,-5.1,-12.17,1.51,4.38,7.8,0.75,40.4,0.0758
Low,Energy,West,Lease,71953.77,0.6261,-11.05,-29.19,1.31,3.66,6.5,0.7,87.1,0.1043
Low,Energy,North,Lease,37602.34,0.7028,28.74,24.2,1.35,0.1,4.8,0.6,69.8,0.1503
Medium,Transportation,North,Lease,30949.2,0.7145,-16.74,-18.42,2.04,4.63,2.9,0.65,67.1,0.1929
Low,Mining,East,Lease,40659.13,0.6968,29.37,-13.02,1.65,3.48,5.1,0.71,68.6,0.0861
Low,Mining,East,Lease,54358.01,0.6547,19.26,-35.62,0.84,2.17,6.8,0.77,86.7,0.1481
Low,Manufacturing,West,Loan,42420.5,0.7377,38.24,-50.66,2.14,2.8,6.2,0.57,76.5,0.0731
High,Mining,South,Lease,42159.62,0.6145,43.66,13.6,1.84,3.64,5.5,0.69,41.7,0.1278
High,Transportation,North,Loan,48756.15,0.6145,7.4,-2.97,1.8,3.88,7.2,0.83,78.9,0.0721
Medium,Manufacturing,East,Loan,51512.13,0.6237,41.57,27.55,1.1,3.82,8,0.58,43.3,0.0166
High,Construction,West,Lease,55523.78,0.5925,10.1,15.27,1.93,1.93,6.7,0.77,80.7,0.1478
Medium,Mining,East,Lease,45572.71,0.6827,7.92,-37.35,1.59,2.98,1,0.57,63.1,0.0645
Medium,Mining,West,Loan,45305.66,0.6617,3.88,0.1,0.92,1.74,6.9,0.65,81,0.1114
Low,Manufacturing,East,Lease,21170.21,0.7916,-8.69,-1.06,1.64,4.15,4.7,0.5,82,0.0186
Medium,Energy,South,Lease,64035.28,0.5971,15.19,30.33,1.98,2.63,5.3,0.73,60.6,0.0335
High,Mining,North,Loan,53785.54,0.5928,23.01,36.99,1.78,3.65,4.5,0.62,69.8,0.0079
Medium,Transportation,East,Loan,72665.96,0.6187,-27.97,-51.87,0.6,2.23,3.6,0.5,73.4,0.1166
Medium,Mining,North,Loan,57666.66,0.5762,51.2,32.96,1.7,3.13,0.3,0.71,59.1,0.0515
Medium,Construction,West,Loan,48896.05,0.6005,32.49,28.93,1.32,2.71,5.6,0.81,59,0.1713
Low,Mining,South,Loan,27709.78,0.7481,-11.64,-24.35,0.56,1.18,2.4,0.74,76.8,0.0234
High,Energy,North,Loan,25493.55,0.6807,11.25,-1.37,1.82,4.64,6,0.74,89.2,0.1094
Medium,Mining,East,Lease,65725.22,0.6335,-0.86,-63.1,1.84,4,4.2,0.78,52.5,-0.002
Medium,Manufacturing,North,Loan,58423.23,0.6294,6.66,-1.51,1.48,1.1,7.2,0.63,77.6,0.2066
Medium,Mining,North,Loan,71981,0.607,-2.72,-31.49,0.99,1.77,8.5,0.71,66.5,0.0386
Medium,Energy,West,Lease,63968.73,0.5836,10.46,15.63,2.2,2.11,4.7,0.92,80.1,0.1314
Low,Manufacturing,South,Lease,44433.04,0.6915,-21.38,12.4,1.77,4.98,4,0.71,76.9,0.0723
Medium,Transportation,South,Lease,15498.74,0.7297,43.8,-2.82,1.8,4.3,3.5,0.62,74.6,0.1354
Low,Manufacturing,North,Lease,59067.8,0.668,-19.87,5.9,1.96,3.32,5.9,0.73,48.4,0.0468
Medium,Construction,North,Lease,34758.5,0.7219,11.05,-23.7,2.11,0.63,3.8,0.66,98.1,0.1061
High,Manufacturing,West,Lease,47235.47,0.6512,-13.57,-33.85,1.66,3.68,4.9,0.7,68.5,0.0695
High,Transportation,North,Loan,56181.66,0.5294,-3.12,63.43,0.93,3.25,3.1,0.77,65.8,0.2336
Medium,Mining,West,Lease,40540.32,0.6605,9.23,30.74,1.16,2.48,5.1,0.65,80.3,0.0516
Medium,Manufacturing,South,Lease,37622.5,0.7081,1.96,3.92,1.24,4.98,8.3,0.41,42.4,0.0448
Low,Manufacturing,South,Lease,45392.34,0.6955,2.59,-6.42,2.11,2.7,3.5,0.68,81.7,0.1777
Medium,Manufacturing,West,Lease,19307.29,0.6904,-7.36,72.09,1.61,4.77,5,0.75,84.7,0.1359
Low,Manufacturing,North,Loan,34494.66,0.6898,-13.83,50.21,1.16,2.45,6,0.87,51.6,0.0587
