Industry,Region,CompanySize,CompanyAge,ContractTermMonths,CommittedAmount,CreditUsageRate,EAD,PctChangeRevenue,PctChangeNetProfit,DebtToEquity,CurrentRatio,DownPaymentPct,UsageHoursPerWeek,EquipmentType
Energy,East,Large,3.7,48,118919.96,0.84,86475.17,-4.52,-56.63,2.3,2.69,0.11,47.6,Excavator
Energy,North,Medium,11.6,60,98708.8,0.57,30997.37,10.29,-14.29,1.11,1.52,0.44,15,Bulldozer
Manufacturing,East,Small,16.8,48,81802.54,0.61,36509.29,-16.73,22.64,1.21,1.46,0.24,23.1,Drill
Transportation,South,Small,10.2,12,43341.42,0.94,22513.59,7.54,-35.96,1.2,1.25,0.42,34.5,Bulldozer
Manufacturing,West,Small,11.1,48,69675.59,0.84,43309.93,-8.81,17.4,0.44,2.61,0.22,49.2,Crane
Energy,East,Small,15.9,60,121243.36,0.75,72345.52,-5.21,-11.14,1.66,1.86,0.18,37.4,Excavator
Transportation,South,Small,2.3,36,124415.24,0.61,54058.32,3.01,-0.47,1.56,0.98,0.26,37,Excavator
Transportation,South,Medium,12.6,48,93678.69,0.67,35687.05,25.22,-17.15,1.14,0.92,0.42,40.2,Excavator
Manufacturing,East,Medium,9.9,48,124509.55,0.79,59363.04,-10.69,-28.39,2.26,0.66,0.38,31.6,Loader
Energy,West,Large,12.8,12,128357.8,0.58,53444.49,-1.2,35.86,0.94,1.45,0.26,44.7,Bulldozer
Mining,South,Small,7.6,24,104639.2,0.74,38852.51,-16.17,20.4,0.16,0.75,0.48,41.9,Crane
Energy,East,Large,5.9,36,78329.99,0.7,40305,-10.83,16.12,2.34,0.92,0.26,45,Drill
Construction,West,Small,10.7,60,113231.62,0.74,61716.93,-16.31,22.71,1.81,2.03,0.24,55.2,Crane
Mining,West,Medium,18.2,12,114609.54,0.55,51298.82,3.67,12.57,1.58,1.95,0.16,37.7,Bulldozer
Transportation,South,Small,14.3,60,120218.33,0.55,55918.47,6.38,23.6,1,2.25,0.13,41.1,Excavator
Mining,North,Small,7.5,60,125962.1,0.98,91220.18,10.31,-16.6,1.41,0.76,0.24,30.1,Loader
Transportation,North,Large,3.3,48,59135.06,0.99,49568.27,-11.3,34.44,0.44,1,0.14,27.5,Bulldozer
Transportation,South,Small,1.6,12,84702.12,0.71,41301.81,7.62,32.21,1.06,1.19,0.29,39.9,Bulldozer
Mining,West,Medium,16.6,12,43041.36,0.89,20418.35,1.7,9.51,0.66,2.32,0.44,41,Drill
Transportation,South,Medium,5.2,36,122409.88,0.83,69811.88,-0.87,-7.2,1.36,1.53,0.29,46.9,Crane
Transportation,East,Medium,8.4,24,93630.66,0.56,35489.83,-18.62,-30.59,1.75,2.41,0.29,45.8,Crane
Construction,North,Medium,16.6,60,112924.42,0.65,56878.04,2.3,5.72,0.57,1.81,0.2,42.5,Drill
Energy,East,Medium,1.9,36,55729.64,0.66,29926.17,2.77,42.12,1.63,1.44,0.17,56.8,Loader
Energy,South,Small,17.5,36,142029.43,0.8,87728.89,1.53,-29.02,1.32,1.79,0.19,36.9,Excavator
Construction,South,Medium,8.7,60,64169.83,0.79,33700.81,6,25.45,1.61,0.64,0.33,38.1,Excavator
Mining,West,Large,4.3,48,123236.9,0.96,77794.42,10.42,-11.79,1.05,0.5,0.34,42.8,Loader
Manufacturing,West,Small,8.8,48,103538.51,0.9,72177.73,-16.47,-9.65,1.62,1.63,0.19,28.2,Drill
Manufacturing,West,Small,6.4,60,94316.72,0.93,62444.31,-3.25,-29.39,0.78,1.51,0.26,46.9,Bulldozer
Manufacturing,East,Medium,12.2,12,91895.2,0.95,55388.46,7.74,-18.81,0.19,2.47,0.33,40.7,Crane
Construction,West,Medium,6.8,24,80858.11,0.9,41914.45,-4.03,16.17,0.33,0.81,0.4,40.9,Bulldozer
Construction,South,Medium,1,48,138855.89,0.67,69653.47,14.39,19.28,0.9,1.69,0.23,45.4,Crane
Transportation,West,Small,8.9,24,100378.39,0.61,45789.58,1.35,5.9,0.23,1.85,0.21,43.8,Bulldozer
Manufacturing,North,Medium,3.2,36,61923.35,0.79,28705.84,-29.32,-12.52,2.13,1.67,0.39,44.1,Drill
Mining,West,Small,11,36,88481.19,0.84,49458.29,12.59,-27.59,1.15,2.05,0.31,36.1,Drill
Mining,East,Medium,4.1,60,103850.17,0.69,39583.51,-1.76,1.54,1.75,1.18,0.44,55.7,Loader
Manufacturing,North,Medium,7.6,60,126934.16,0.92,92810.03,-26.55,-9.12,1.67,1.92,0.18,25.4,Bulldozer
Manufacturing,North,Small,10.9,60,81861.41,0.98,45756.92,-3.78,5.28,1.2,1.78,0.41,33.1,Bulldozer
Manufacturing,North,Medium,8.9,48,83866.7,0.78,53752.16,-19.03,-8.03,3.32,2.08,0.16,34.5,Loader
Construction,East,Large,11.3,24,100702.96,0.73,48169.84,11.3,-7.39,2.96,1.24,0.33,32.8,Loader
Construction,South,Medium,13.4,36,126202.74,0.92,89101.33,-0.54,3.97,2.04,0.91,0.21,22.5,Drill
Construction,West,Large,4.2,24,58937.36,0.51,25364.87,-13.86,8.8,0.66,1.19,0.14,56.4,Drill
Energy,North,Medium,9.7,48,115160.64,0.56,41951.15,12.16,30.6,2.06,0.97,0.35,46.4,Bulldozer
Mining,North,Medium,1,24,86078.12,0.92,53120.87,6.88,-8.42,0.15,1.22,0.3,33.7,Drill
Mining,North,Small,11.2,24,90267.02,0.87,53178.7,-3.54,13.64,2.04,1.33,0.29,47,Drill
Transportation,South,Small,8.5,60,160047.27,0.71,72569.46,-18.68,45.09,0.1,1.04,0.34,38.4,Bulldozer
Construction,South,Small,5.1,24,94105.92,0.94,63642.03,-12.64,14.3,1.01,1.5,0.25,37.1,Loader
Energy,East,Medium,11.6,24,122640.81,0.68,50940.22,-12.86,29.11,1.93,0.91,0.37,30.4,Bulldozer
Energy,South,Large,15.9,24,121567.42,0.82,82199.19,11.2,-15.52,1.43,1.46,0.15,40.2,Excavator
Mining,West,Small,7.6,12,64599.28,0.82,30520.6,-25.21,-18.01,0.31,1.25,0.39,33.7,Bulldozer
Construction,East,Medium,5.3,36,44638.17,0.59,17082.2,-0.71,-3.98,1.3,1.44,0.33,30.3,Excavator
Transportation,East,Medium,10.8,36,124629.46,0.64,54849.91,-3.75,-1.32,1.43,1.7,0.29,49.6,Bulldozer
Construction,West,Medium,3.3,24,67493.61,0.96,53217.83,15.53,26.77,1.32,1.29,0.15,31.8,Excavator
Manufacturing,West,Small,6.7,60,50074.51,0.59,22676.01,3.49,-18.24,0.96,1.11,0.21,54,Excavator
Construction,West,Medium,16.1,60,130784.87,0.59,58879.05,8.03,-2.22,1.71,1.17,0.22,32.9,Bulldozer
Manufacturing,East,Small,10.3,60,69417.2,0.74,40010.85,-7.88,26.87,1.89,2.01,0.19,25,Drill
Manufacturing,East,Small,1,36,76824.48,0.55,20754.1,-18.46,5.39,1.11,2.14,0.48,45.3,Crane
Transportation,East,Large,1,48,159231.19,0.95,79605.46,-4.88,-0.27,2.11,1.24,0.47,35.5,Drill
Mining,West,Small,10.8,24,50207.94,0.55,17937.64,11.66,5.96,1.11,1.42,0.32,24.2,Excavator
Construction,West,Small,14.3,36,62311.42,0.81,39624.03,11.62,-28.19,0.91,0.65,0.18,42.5,Bulldozer
Manufacturing,North,Large,1.9,60,86209.06,0.67,30492.63,-6.46,-28.59,2.01,1.41,0.46,26.9,Bulldozer
Construction,South,Small,12.2,36,92792.29,0.9,48164.31,-12.91,-39.71,1.99,0.77,0.4,20.1,Bulldozer
Mining,North,Medium,16.7,36,73187.64,0.79,49873.4,-15.85,5.17,0.83,1.26,0.12,46.8,Bulldozer
Mining,West,Small,19.4,36,65240.35,0.69,30551.82,-2.05,22.97,0.74,2.04,0.3,54.9,Crane
Energy,East,Small,11.7,60,145299.83,0.99,92913.37,2.05,19.14,2.26,0.75,0.34,36.1,Loader
Mining,West,Small,12.5,48,107889.58,0.53,48927.08,22.1,28.59,1.14,1.05,0.13,52.1,Excavator
Transportation,South,Small,1,12,117555.06,0.79,78353.67,1.85,36.36,1.2,1.05,0.12,48,Crane
Manufacturing,North,Medium,20.5,24,95883.24,0.99,66306.27,9.21,3.62,1.05,0.67,0.29,46.7,Drill
Energy,North,Medium,7.1,24,108683.65,0.85,79763.67,-11.71,-1.62,1.99,1.93,0.1,38.3,Loader
Transportation,East,Medium,5.3,36,127987.05,0.87,95981.53,0.63,36.9,2.49,1.64,0.12,34,Loader
Construction,North,Large,8.7,48,70111.03,0.52,29470.73,2.1,-17.53,1.24,2.4,0.17,43.4,Bulldozer
Manufacturing,North,Small,17.6,60,107945.08,0.51,28888.57,-2.11,-29.46,2.65,1,0.46,46.5,Crane
Mining,West,Medium,21,12,120881.27,0.52,35719.48,-0.33,-8.47,0.87,0.61,0.41,27.4,Drill
Manufacturing,North,Medium,10.6,12,146343.92,1,100215.7,1.89,-11.39,1.03,1.97,0.28,36.8,Bulldozer
Construction,North,Large,15,36,158436.73,0.99,109207.75,7.22,1.21,1.6,1.32,0.29,38.1,Bulldozer
Energy,North,Small,10.2,36,102095.79,0.67,40773.88,17.54,-21.25,0.71,1.27,0.37,37.2,Excavator
Energy,East,Medium,4.8,60,134159.17,0.65,59691.05,-33.98,9.24,1.6,2.24,0.29,33.2,Loader
Energy,East,Large,17.4,60,20000,0.57,10000,16.71,-14.23,0.89,1.58,0.13,26.7,Drill
Mining,West,Small,6.9,60,146568.49,0.66,56430.86,-25.66,30.71,0.27,1.95,0.4,37,Loader
Transportation,North,Large,17.7,36,78223.49,0.69,45666.27,4.63,-29.86,0.15,1.19,0.12,37.2,Crane
Transportation,East,Small,16.5,48,92767.08,0.87,55295.85,35.33,-3.49,1.01,1.14,0.29,35.3,Excavator
Manufacturing,East,Medium,13.1,36,113233.13,0.93,57071.35,-0.64,-8.37,1.45,1.32,0.44,46.5,Bulldozer
Mining,West,Large,19.1,36,95396.73,0.87,68904.53,2.7,5.77,0.38,1.84,0.15,26.3,Excavator
Energy,South,Medium,21.2,12,105893.6,0.82,51892.45,-4.65,23.17,1.31,1.53,0.38,42.8,Bulldozer
Energy,North,Medium,9.1,60,147630.79,0.88,111852.32,10.01,6.66,1.31,1.73,0.12,22.1,Excavator
Construction,East,Small,6,24,88473.4,0.87,37170.56,5.43,-3.21,1.1,0.5,0.5,39.3,Bulldozer
Construction,West,Large,1,60,67392.29,0.74,30725.96,-10.14,17.28,0.64,0.56,0.37,17.4,Loader
Energy,West,Medium,21.2,48,154403.92,0.67,51810.93,-1.72,21.08,1.34,0.5,0.49,31.1,Loader
Energy,West,Small,7.8,48,115802.93,0.64,45250.64,-16.78,6.73,1.11,1.31,0.37,39.8,Loader
Mining,East,Medium,15.7,60,157667.17,0.84,104472.62,-1.78,9.69,1.79,0.8,0.2,25.7,Loader
Transportation,North,Medium,6.3,60,125908.9,0.98,62978.68,-6.29,16.17,0.42,2.34,0.47,25.8,Excavator
Construction,South,Small,17.7,36,60292.17,0.79,29656.16,2.05,-41.1,1.27,1.49,0.35,49.8,Bulldozer
Transportation,North,Small,6.5,24,119361.54,0.96,72149.12,-10.65,-8.77,0.44,1.61,0.33,24,Loader
Mining,West,Small,4,36,70481.56,0.51,25051.62,-3.22,9.41,1.06,0.96,0.27,38.8,Excavator
Energy,West,Medium,9,12,100222.95,0.9,68147.31,0.13,-7.29,0.54,0.94,0.21,54.8,Bulldozer
Transportation,South,Medium,7.3,12,97728.57,0.93,59351.96,1.18,-7.2,0.65,2.28,0.31,41.4,Excavator
Energy,North,Medium,13,48,51470.09,0.82,30639.3,4.11,9.37,1.2,2.39,0.25,40.3,Loader
Energy,West,Large,9.7,48,75615.69,0.97,39962.38,-2.61,9.94,0.86,1.71,0.44,32.9,Crane
Manufacturing,West,Large,13.1,24,166155.62,0.79,115638.07,-11.8,11.68,2.08,0.5,0.11,32.9,Excavator
Transportation,North,Medium,8.5,48,107151.32,0.62,44653.27,1.23,-19.81,1.91,1.29,0.31,38.3,Loader
Transportation,West,Small,6.7,12,94732.12,0.61,30741.29,-2.68,-35.45,1.68,1.66,0.43,20,Drill
Energy,North,Medium,7.1,24,154386.71,0.78,104080.52,15.37,20.11,1.67,1.39,0.11,50.1,Bulldozer
Mining,West,Medium,20.2,12,88112.94,0.95,64041.5,17.26,-18.56,1.28,0.5,0.21,42.1,Loader
Manufacturing,North,Medium,11.1,60,97257.39,0.54,44357.67,-20.58,-20.29,1.98,2.42,0.12,22.5,Drill
Energy,South,Medium,1,60,129724.09,0.8,67523.65,9.26,-22.54,1.02,1.08,0.34,50.3,Excavator
Construction,West,Small,7.4,24,87977.93,0.88,58583.93,12.27,28.78,2.47,0.83,0.23,46.8,Excavator
Construction,South,Large,10.5,36,77604.38,0.56,21790.36,-20.19,5.3,0.63,1.48,0.48,44.4,Drill
Manufacturing,West,Small,19.2,48,32387.31,0.56,11374.84,8.69,8.56,0.52,2.09,0.35,62.4,Drill
Mining,West,Medium,15.1,24,71905.05,0.68,31899.1,13.44,17.24,0.36,1.76,0.32,41,Bulldozer
Energy,East,Small,5.4,48,71619.17,0.64,23479.34,-14.24,-1.06,0.47,0.84,0.47,55.3,Excavator
Transportation,North,Large,22.1,12,104757,0.6,49477.59,-3.55,25.32,0.22,0.76,0.19,40.3,Drill
Manufacturing,South,Small,9.8,36,81686.25,0.6,31897.01,2.79,-29.92,1.33,0.5,0.32,44.5,Crane
Mining,South,Small,16.2,48,164740.57,0.57,61310.34,8.56,-27.14,1.71,1.35,0.32,34.5,Crane
Transportation,South,Small,4.2,60,68271.13,0.81,45768.21,-14.83,-28.52,1.22,1.26,0.13,21.1,Drill
Construction,North,Small,1,60,142019.4,0.84,60585.88,17.36,10.54,0.37,1.76,0.47,21.7,Bulldozer
Construction,East,Small,3,12,106592.59,0.85,53438.69,-30.44,12.66,0.92,1.16,0.38,39.2,Excavator
Transportation,South,Medium,1,24,124203.22,0.77,50035.73,19.86,-11.81,1.7,1.99,0.46,37.6,Crane
Manufacturing,North,Medium,20.6,48,122380.59,0.98,58589.8,8.25,-5.81,0.99,1.83,0.49,28.2,Drill
Construction,West,Small,11.1,12,33452.93,0.94,21211.78,-9.33,31.7,0.72,1.14,0.29,37.2,Drill
Energy,South,Small,5.4,60,99653.42,0.98,54238.38,12.97,-17.36,0.29,1.7,0.42,44.5,Loader
Transportation,South,Large,12.3,60,92133.16,0.69,42099.03,-15.72,7.39,0.95,2.16,0.33,52.9,Drill
Transportation,East,Medium,10.9,60,66010.66,0.94,30754.08,1.72,-17.14,0.78,1.02,0.49,33.1,Bulldozer
Construction,South,Medium,13.1,36,113788.78,0.88,78234.74,3.58,27.4,1.15,1.39,0.2,43.9,Crane
Manufacturing,South,Medium,16,36,151496.21,0.67,88788.78,3.54,15.71,1.49,1.38,0.11,57.4,Loader
Energy,West,Small,8.6,60,20000,0.55,10000,-12.6,-34.97,1.03,1.32,0.17,47.5,Crane
Manufacturing,North,Small,5.6,24,83965.91,0.84,56954.26,-7.44,-6.52,1.31,1.9,0.15,32.3,Crane
Mining,North,Small,14.1,36,62627.02,0.57,24600.28,1.9,-51.98,1.48,1.94,0.27,41,Bulldozer
Mining,East,Large,14,48,102153.33,0.65,56223.75,-10.9,22.51,0.46,1.7,0.13,41.8,Drill
Construction,West,Large,10.5,36,90231.36,0.75,54514.42,4.07,51.18,2.33,1.68,0.19,46.4,Bulldozer
Construction,North,Medium,20.9,48,81829.68,0.84,57206.79,-9.21,-54.51,0.76,1.22,0.14,40.4,Drill
Construction,West,Small,7.8,36,120685.2,0.96,78626.4,15,-35.68,1.51,1.67,0.29,44.8,Loader
Mining,North,Small,5.5,60,149085.44,0.8,91643.05,23.44,4.18,0.52,0.86,0.21,50.2,Bulldozer
Manufacturing,West,Small,12.1,48,179839.56,0.84,101837.38,-4.46,-0.46,1.27,2.74,0.29,29.5,Bulldozer
Manufacturing,East,Medium,6.6,24,77811.13,0.66,42219.87,13.8,-10.27,1.29,2.18,0.14,26.8,Excavator
Construction,South,Small,12.5,36,45373.73,0.84,25445.08,-3.18,-43.44,2.2,1.98,0.31,46.1,Bulldozer
Energy,East,Large,5.8,36,116775.89,0.72,69480.04,-14.05,8.09,1.06,1.7,0.15,38.5,Excavator
Manufacturing,North,Small,8,60,148314.54,0.93,115412.1,-6.39,22.19,1.98,1.7,0.14,48.6,Drill
Mining,East,Large,19.5,48,124410.7,0.7,67204.33,1.28,71.17,1.37,0.65,0.22,50.9,Drill
Transportation,South,Medium,8,60,148190.41,0.73,58904.61,-26.8,32.68,2.31,0.87,0.45,21.5,Drill
Transportation,East,Medium,6,48,93235.4,0.72,37720.58,9.38,-32.47,0.13,0.93,0.42,31.6,Excavator
Transportation,North,Medium,15.9,36,81712.77,0.91,37081.02,1.29,-0.3,1.49,1.53,0.48,38.7,Drill
Energy,North,Medium,4.7,36,103463.08,0.98,69748.97,15.01,14.8,0.1,1.36,0.28,29.8,Crane
Construction,East,Medium,6.5,36,90083.4,0.66,44678.77,9.12,-17.21,1.17,1.91,0.22,35.3,Bulldozer
Mining,South,Medium,12.9,36,119892.82,0.74,44110.54,1.8,19.5,1.81,1.02,0.49,27.2,Excavator
Energy,East,Medium,14.7,12,129093.03,0.85,79250.12,-5.34,17.58,2.07,2.01,0.25,35.6,Drill
Mining,South,Large,16.1,36,131442.51,0.95,110267.15,22.84,30.93,1.64,1.09,0.1,30.3,Crane
Mining,West,Medium,6.3,36,115317.78,0.75,48061.3,32.55,20.06,1.03,1.29,0.43,43.4,Bulldozer
Construction,South,Medium,13,48,107374.67,0.55,48293.99,-5.09,7.13,1.53,1.95,0.17,49,Bulldozer
Transportation,West,Large,7.7,36,123832.8,0.68,51287.93,15.63,-15.95,2.71,1.75,0.39,44.1,Drill
Construction,East,Small,7,36,41110.24,0.78,27515.29,-10.6,-32.33,1.25,0.87,0.11,66,Crane
Energy,South,Small,16,48,106317.12,0.71,62224.39,-8.82,5.48,1.78,2.03,0.14,49.4,Excavator
Energy,West,Medium,7.3,36,101574.34,0.59,41217.86,-5.79,-10.1,0.94,1.54,0.29,49,Drill
Energy,West,Medium,11.4,36,106392.41,0.52,47175.44,10.27,-7.68,1.84,0.5,0.13,39.2,Bulldozer
Construction,West,Large,10.8,60,97371.29,0.84,44453.97,-16.12,28.04,1.74,1.08,0.46,36.9,Bulldozer
Mining,North,Medium,4.6,12,112955.66,1,65459.75,23.25,34.22,0.83,1.3,0.4,52.7,Bulldozer
Mining,East,Medium,14.8,48,82761.91,0.96,59682.49,14.07,-30.88,1.67,0.92,0.23,37.5,Drill
Manufacturing,West,Medium,12.8,60,133885.7,0.84,72713.33,9.92,-5.26,1.69,2.17,0.34,40.3,Loader
Energy,South,Small,1,24,114209.49,0.92,61780.91,-4.41,-10.83,1.64,1.31,0.39,38.3,Loader
Mining,West,Medium,11.4,24,104520.58,0.63,37934.44,12.44,7.87,1.18,1.73,0.4,45.4,Loader
Manufacturing,North,Large,6.1,12,79074.5,0.81,46015.17,-43.76,-56.66,1.94,1.6,0.26,48.9,Crane
Mining,East,Small,15.5,24,124459.51,0.53,33858.42,6.61,-36.52,0.64,1.85,0.46,50.6,Drill
Energy,North,Medium,2.8,12,106199.79,0.85,45294.58,2.4,-2.94,1.21,2.34,0.48,37,Bulldozer
Transportation,North,Medium,8.2,24,77335.5,0.98,60270.79,-28.29,19.65,1.27,1.84,0.18,41.8,Crane
Energy,North,Small,11.8,24,98300.15,0.93,46783.88,6.09,1.88,1.9,2.37,0.46,43.3,Loader
Construction,South,Small,10.3,60,118872.48,0.77,54265.51,8.86,16.79,0.62,1.85,0.39,54.6,Excavator
Mining,East,Large,13.8,24,116547.21,0.89,55014.96,-27.81,4.93,1.34,1.57,0.46,22.1,Crane
Mining,East,Small,2.4,12,114610.27,0.97,77246.45,-17.8,31.91,0.9,1.66,0.27,40.1,Crane
Construction,South,Small,18.3,36,102775.94,0.61,38579.63,30.97,37.15,1.27,0.5,0.36,33.6,Drill
Construction,East,Small,12.6,36,130774.59,0.9,90580.51,-2.8,-19.01,1.44,1.27,0.19,34.7,Crane
Transportation,North,Medium,16.8,36,137133.9,0.63,50460.93,14.63,22.09,0.43,1.43,0.4,31.5,Drill
Mining,East,Medium,14.4,12,122119.68,0.94,74075.93,16.9,12.7,1.96,1.72,0.33,45.4,Excavator
Mining,South,Medium,9.9,12,82376.46,0.55,30845.49,5.91,62.62,1.46,1.49,0.29,15.5,Bulldozer
Transportation,North,Small,3.6,36,68258.15,0.59,23901.14,15.26,-19.95,0.68,1.67,0.38,38.6,Bulldozer
Manufacturing,South,Large,7.2,24,83681.81,0.86,47438.47,-31.69,-2.92,1,0.84,0.32,21.8,Loader
Transportation,West,Small,17.9,36,158609.7,0.59,53401.32,-3.46,-25.81,2.1,0.71,0.41,33.1,Loader
Energy,North,Small,16.9,48,108450.88,0.58,33592.52,-46.21,-24.32,1.45,0.91,0.44,37.9,Excavator
Mining,North,Medium,6.9,12,163793.25,0.78,70147.85,-26.19,9.64,0.62,2.29,0.42,35.9,Bulldozer
Construction,East,Small,1,48,96394.05,0.92,66382.18,-8.19,5.14,0.73,0.87,0.22,46.8,Loader
Energy,North,Large,8.9,48,92235.59,0.63,29556.61,-9.98,13.54,1.57,1.11,0.49,52.5,Crane
Mining,South,Large,8.6,12,97778.3,0.92,56452.22,0.62,12.99,1.65,1.55,0.36,59.6,Drill
Transportation,East,Small,8.8,36,97234.78,0.9,65376.33,-0.31,-5.89,1.42,0.7,0.23,39.9,Loader
Energy,West,Large,12.6,60,76790.47,0.79,53082.37,2.01,-6.06,1.03,1.06,0.12,51.6,Excavator
Mining,South,Medium,14.4,48,65534.55,0.82,26562.38,2.62,-24.27,1.69,1.84,0.5,54.6,Bulldozer
Manufacturing,West,Large,15,36,115040.1,0.52,38616.71,4.99,-17.53,1.01,1.28,0.34,35.2,Excavator
Manufacturing,West,Small,12.2,60,131647.02,0.68,69889.17,-14.39,-1.42,0.69,2.34,0.19,52.3,Drill
Construction,West,Medium,1,48,173349.44,0.63,75388.54,-10.87,4.93,2.15,0.65,0.3,18.2,Drill
Mining,North,Small,8.3,36,86988.61,0.58,35750.13,-0.55,17.77,1.49,1.33,0.26,43,Excavator
Manufacturing,South,Large,21.5,48,89420.34,0.69,31865.99,-0.32,15.22,0.73,1.28,0.48,56.1,Loader
Transportation,South,Small,11.9,36,76863.12,0.68,35220.18,-16.23,38.93,1.28,1.5,0.3,41,Loader
Mining,North,Medium,11.8,24,133771.82,0.86,79051.49,16.22,-24.32,1.22,0.89,0.29,38.1,Bulldozer
Transportation,East,Small,11.8,24,124449.62,0.8,55337.31,10.87,-5.81,0.99,1.21,0.42,38,Bulldozer
Transportation,West,Small,12.1,12,73691.96,0.96,49775.86,-12.9,-22.13,1.34,1.89,0.26,54.7,Crane
Manufacturing,South,Medium,1,60,72934.06,0.57,33405.44,-3.13,31.93,0.64,1.37,0.18,24.1,Crane
Mining,North,Large,8.8,48,128575.44,0.53,40000.06,30.14,-12.56,1.72,0.97,0.41,36.1,Bulldozer
Energy,West,Medium,9.8,48,111495.88,0.77,44543.98,2.41,28.88,1.2,2.54,0.46,48.4,Crane
Manufacturing,East,Large,16.4,36,122751.66,0.5,52993.69,5.94,36.32,0.23,1.52,0.12,43.2,Excavator
Manufacturing,East,Small,10.2,60,73516.95,0.89,35349.11,-9.13,10.34,1.06,1.81,0.44,51.9,Loader
Mining,West,Medium,1.8,48,43668.25,0.75,23128.99,-4.7,7.33,0.83,1.88,0.28,46.8,Crane
Mining,East,Medium,12.2,60,73751.05,0.74,41835.35,22.67,0.97,0.1,1.46,0.22,35.3,Crane
Transportation,South,Small,6,60,120633,0.68,70502.13,1.7,-7.93,1.11,1.11,0.12,45.8,Excavator
Mining,South,Medium,3.9,24,163331.74,0.69,88501.48,-1.06,-10.93,1.82,1.6,0.18,26.8,Drill
Transportation,South,Medium,5.8,48,87116.08,0.72,46357.28,0.11,-3.69,1.14,1.15,0.23,19.8,Bulldozer
Manufacturing,East,Medium,12.7,48,168275.68,0.51,73132.06,38.18,45.61,1.62,1.69,0.13,33.9,Excavator
Construction,South,Medium,16.3,12,124894.59,0.54,53525.13,0.6,-26.05,1.21,1.42,0.18,40.8,Drill
Energy,North,Medium,12.4,60,58209.03,0.75,25700.52,-12.45,5.12,0.93,2.01,0.39,31.9,Excavator
Manufacturing,South,Small,13.2,36,106421.02,0.58,36795.49,-9.83,17.78,0.76,0.93,0.37,41.7,Loader
Mining,South,Small,12.4,24,125919.23,0.89,62910.14,11.71,-7.11,0.43,1.86,0.41,40.6,Excavator
Energy,East,Medium,10.5,12,27235.51,0.64,13846.62,-21.43,10.4,1.76,1.81,0.17,21.4,Excavator
Construction,South,Small,13.5,24,119333.53,0.55,55180.75,6.76,-37.62,1.64,1.38,0.12,34.6,Loader
Construction,West,Small,1,36,135181.64,0.62,57131.95,-10.86,33.13,1.03,1.87,0.29,49.4,Bulldozer
Transportation,North,Medium,10.6,12,111966.04,0.68,55320.35,-27.88,28.28,0.1,1.71,0.24,44.9,Drill
Energy,East,Medium,4.8,24,98148.36,0.52,28779.93,-14.7,-2.46,1.48,1.83,0.41,33,Crane
Transportation,North,Small,15.8,36,94812.2,0.57,35315.85,0.41,-22,0.66,1.8,0.32,46.2,Bulldozer
Manufacturing,West,Medium,9.3,12,93060.33,0.66,31520.69,20.93,19.82,1.29,1.53,0.47,57.6,Excavator
Energy,East,Medium,10.2,36,64720.61,0.66,35757.66,13.7,-28.7,0.28,1.2,0.12,35.8,Crane
Manufacturing,East,Small,2.5,12,79374.29,0.9,51349.7,-4.41,-25.12,1.26,1.2,0.25,47.4,Loader
Transportation,South,Medium,15.1,48,87502.18,0.92,58093.09,14.58,-1.34,1.12,1.39,0.26,45.8,Bulldozer
Energy,North,Medium,13.1,48,103404.83,0.6,50635.27,-5.35,37.95,0.1,1.92,0.15,35.2,Drill
Transportation,West,Medium,12.8,24,83295.56,0.56,30135.11,-22,16.01,2.17,1.82,0.33,28.7,Bulldozer
Energy,West,Medium,5.9,60,73926.12,0.82,52068.62,0.32,-16.17,1,2,0.12,56.5,Bulldozer
Transportation,East,Small,6.1,60,122793.13,0.9,65326.1,-22.59,-42.05,1.04,2.05,0.39,50.9,Crane
Construction,South,Medium,11.1,36,111118.42,0.98,93897.78,11.87,1.04,1.52,1.39,0.11,37.2,Loader
Transportation,East,Small,6.5,12,83823.11,0.5,22056.96,12.09,6.29,1.17,2.48,0.45,52.1,Loader
Construction,East,Large,12.2,48,115188.35,0.71,70074.13,-13.2,-1.82,1.42,1.45,0.13,45.5,Bulldozer
Transportation,East,Large,1,60,86405.26,0.87,53342.61,2.18,45.16,0.51,1.25,0.28,52.1,Loader
Energy,East,Medium,7.6,48,101891.95,0.91,75473.77,2.04,-3.3,1.11,1.67,0.16,22.1,Crane
Energy,West,Small,19,36,129251.32,0.53,54966.2,13.08,-57.05,0.1,1.74,0.15,35.9,Crane
Energy,West,Small,12.2,36,81887.77,0.84,40474.1,-18.68,-10.18,1.06,1.13,0.39,55.7,Drill
Mining,East,Small,10.8,12,64827.65,0.64,23813.92,8.99,11.37,2.07,1.42,0.41,66.5,Loader
Manufacturing,East,Medium,19.9,60,95645.96,0.54,30164.53,-19.75,9.67,0.3,1.28,0.4,36.1,Drill
Energy,South,Small,1,36,59096.05,0.74,31098.29,11.66,-4.42,0.99,1.57,0.26,35.9,Excavator
Construction,East,Medium,5.9,36,91676.54,0.58,25733.95,15.94,-8.56,0.1,1.9,0.5,46.8,Crane
Energy,West,Small,8,48,91580.88,0.87,58275.09,-10.04,-49.99,1.2,1.37,0.24,43.4,Bulldozer
Mining,North,Large,14.3,24,26089.48,0.87,17819.91,18.29,2.14,1.48,1.79,0.2,45.3,Crane
